trial,lr,batch,epochs,fedprox,mean_val_loss,mean_val_acc
1,0.0001,32,1,0.0,1.1435865915021108,0.5966678633545135
2,0.0005,64,2,0.0,0.8078409529081988,0.7126206418197091
3,0.001,64,2,0.001,0.808473744115229,0.7105049441797402
4,0.001,128,4,0.0,0.788672493821001,0.7073798461500925
5,0.002,128,4,0.001,0.7273300604692725,0.7495982962882926
