trial,lr,batch,epochs,fedprox,mean_val_loss,mean_val_acc
1,0.0001,32,1,0.0,1.3571804400051342,0.591764705882353
2,0.0005,64,2,0.0,0.9918165237763349,0.6511764705882352
3,0.001,64,2,0.001,0.8965145810912638,0.6729411764705883
4,0.001,128,4,0.0,0.8118150539959179,0.7052941176470588
5,0.002,128,4,0.001,0.7615520682054407,0.7282352941176471
