client_id,delta_acc,delta_loss,delta_time
0,0.00022666666666666392,0.0016199999999999919,-2.377333333333333
1,-0.0004933333333333308,-0.0022066666666666753,-1.628666666666666
2,0.00045000000000000595,0.0012142857142856994,-0.4571428571428565
3,0.009864285714285706,-0.034135714285714304,-0.26499999999999996
