trial,lr,batch,epochs,fedprox,mean_val_loss,mean_val_acc
1,0.0001,32,1,0.0,1.1364311297393588,0.6059159367451716
2,0.0005,64,2,0.0,0.8180489714214891,0.7105094753278982
3,0.001,64,2,0.001,0.850113836248321,0.7094537178070637
4,0.001,128,4,0.0,0.7934353888628368,0.719487771128221
5,0.002,128,4,0.001,0.8752102037584499,0.6751731421421178
